t,x,y
0.580,0.000,0.000
0.600,0.000,0.000
0.620,0.000,0.000
0.640,0.000,0.000
0.660,0.000,0.000
0.680,0.000,0.000
0.700,0.000,0.000
0.720,0.000,0.000
0.740,0.000,0.000
0.760,0.000,0.000
0.780,0.000,0.000
